"BU_DESC__c","BU_ID__c","Code_Indexing__c","COUNTRY_ID__c","COUNTRY__c","GM_DESC__c","GM_ID__c","Id","MARKET_DESC__c","MARKET_ID__c","Name","OwnerId","Product_Id__c","Product_Name__c","RHMS_Vertical_Id__c","SBU1_DESC__c","SBU1_ID__c","SBU2_DESC__c","SBU2_ID__c","STATE_ID__c","SUBVERTICAL_DESC__c","SUBVERTICAL_ID__c","VERTICAL_DESC__c","VERTICAL_ID__c"
"","","NLD||HD","NLD","Netherlands","","","a0h0q000004KjgsAAC","","","Haarlemmerliede En Spaar","0050q0000036HRvAAM","","","","","","","","HD","","","",""
"","","ROU||HD","ROU","Romania","","","a0h0q000004KjgtAAC","","","Hunedoara","0050q0000036HRvAAM","","","","","","","","HD","","","",""
"","","YEM||HD","YEM","Yemen","","","a0h0q000004KjguAAC","","","Hadhramaut","0050q0000036HRvAAM","","","","","","","","HD","","","",""
"","","AFG||HE","AFG","Afghanistan","","","a0h0q000004KjgvAAC","","","Herat","0050q0000036HRvAAM","","","","","","","","HE","","","",""
"","","BEL||HE","BEL","Belgium","","","a0h0q000004KjgwAAC","","","Henegouwen","0050q0000036HRvAAM","","","","","","","","HE","","","",""
"","","CHN||HE","CHN","China","","","a0h0q000004KjgxAAC","","","Hebei","0050q0000036HRvAAM","","","","","","","","HE","","","",""
"","","CRI||HE","CRI","Costa Rica","","","a0h0q000004KjgyAAC","","","Heredia","0050q0000036HRvAAM","","","","","","","","HE","","","",""
"","","DEU||HE","DEU","Germany","","","a0h0q000004KjgzAAC","","","Hessen","0050q0000036HRvAAM","","","","","","","","HE","","","",""
"","","ESP||HE","ESP","Spain","","","a0h0q000004Kjh0AAC","","","Huesca","0050q0000036HRvAAM","","","","","","","","HE","","","",""
"","","FRA||HE","FRA","France","","","a0h0q000004Kjh1AAC","","","Haute Loire","0050q0000036HRvAAM","","","","","","","","HE","","","",""
"","","GBR||HE","GBR","United Kingdom","","","a0h0q000004Kjh2AAC","","","Hertfordshire","0050q0000036HRvAAM","","","","","","","","HE","","","",""
"","","HUN||HE","HUN","Hungary","","","a0h0q000004Kjh3AAC","","","Heves","0050q0000036HRvAAM","","","","","","","","HE","","","",""
"","","NLD||HE","NLD","Netherlands","","","a0h0q000004Kjh4AAC","","","Haarlemmermeer","0050q0000036HRvAAM","","","","","","","","HE","","","",""
"","","NOR||HE","NOR","Norway","","","a0h0q000004Kjh5AAC","","","Hedmark","0050q0000036HRvAAM","","","","","","","","HE","","","",""
"","","PAN||HE","PAN","Panama","","","a0h0q000004Kjh6AAC","","","Herrera","0050q0000036HRvAAM","","","","","","","","HE","","","",""
"","","VNM||HE","VNM","Viet Nam","","","a0h0q000004Kjh7AAC","","","Hoa Binh","0050q0000036HRvAAM","","","","","","","","HE","","","",""
"","","GBR||HF","GBR","United Kingdom","","","a0h0q000004Kjh8AAC","","","Herefordshire","0050q0000036HRvAAM","","","","","","","","HF","","","",""
"","","NLD||HF","NLD","Netherlands","","","a0h0q000004Kjh9AAC","","","Haelen","0050q0000036HRvAAM","","","","","","","","HF","","","",""
"","","MEX||HG","MEX","Mexico","","","a0h0q000004KjhAAAS","","","Hidalgo","0050q0000036HRvAAM","","","","","","","","HG","","","",""
"","","NLD||HG","NLD","Netherlands","","","a0h0q000004KjhBAAS","","","Halsteren","0050q0000036HRvAAM","","","","","","","","HG","","","",""
"","","PRK||HG","PRK","Korea, Democratic People's Rep","","","a0h0q000004KjhCAAS","","","Hwanghae-namdo","0050q0000036HRvAAM","","","","","","","","HG","","","",""
"","","VNM||HG","VNM","Viet Nam","","","a0h0q000004KjhDAAS","","","Ha Giang","0050q0000036HRvAAM","","","","","","","","HG","","","",""
"","","CHN||HH","CHN","China","","","a0h0q000004KjhEAAS","","","Hunan","0050q0000036HRvAAM","","","","","","","","HH","","","",""
"","","DEU||HH","DEU","Germany","","","a0h0q000004KjhFAAS","","","Hamburg","0050q0000036HRvAAM","","","","","","","","HH","","","",""
"","","NLD||HH","NLD","Netherlands","","","a0h0q000004KjhGAAS","","","Hardenberg","0050q0000036HRvAAM","","","","","","","","HH","","","",""
"","","VNM||HH","VNM","Viet Nam","","","a0h0q000004KjhHAAS","","","Hai Hung","0050q0000036HRvAAM","","","","","","","","HH","","","",""
"","","CHN||HI","CHN","China","","","a0h0q000004KjhIAAS","","","Heilongjiang","0050q0000036HRvAAM","","","","","","","","HI","","","",""
"","","GBR||HI","GBR","United Kingdom","","","a0h0q000004KjhJAAS","","","Highland Region","0050q0000036HRvAAM","","","","","","","","HI","","","",""
"","","JPN||HI","JPN","Japan","","","a0h0q000004KjhKAAS","","","Hiroshima-Ken","0050q0000036HRvAAM","","","","","","","","HI","","","",""
"","","NLD||HI","NLD","Netherlands","","","a0h0q000004KjhLAAS","","","Harderwijk","0050q0000036HRvAAM","","","","","","","","HI","","","",""
"","","SYR||HI","SYR","Syrian Arab Republic","","","a0h0q000004KjhMAAS","","","Hims","0050q0000036HRvAAM","","","","","","","","HI","","","",""
"","","USA||HI","USA","United States","","","a0h0q000004KjhNAAS","","","Hawaii","0050q0000036HRvAAM","","","","","","","","HI","","","",""
"","","NLD||HJ","NLD","Netherlands","","","a0h0q000004KjhOAAS","","","Hardinxveld-Giessendam","0050q0000036HRvAAM","","","","","","","","HJ","","","",""
"","","CHN||HK","CHN","China","","","a0h0q000004KjhPAAS","","","Hong Kong S.A.R.","0050q0000036HRvAAM","","","","","","","","HK","","","",""
"","","HKG||HK","HKG","Hong Kong","","","a0h0q000004KjhQAAS","","","Hong Kong Island","0050q0000036HRvAAM","","","","","","","","HK","","","",""
"","","NLD||HK","NLD","Netherlands","","","a0h0q000004KjhRAAS","","","Haren (Gr.)","0050q0000036HRvAAM","","","","","","","","HK","","","",""
"","","FRA||HL","FRA","France","","","a0h0q000004KjhSAAS","","","Hautes Alpes","0050q0000036HRvAAM","","","","","","","","HL","","","",""
"","","NLD||HL","NLD","Netherlands","","","a0h0q000004KjhTAAS","","","Harenkarspel","0050q0000036HRvAAM","","","","","","","","HL","","","",""
"","","SYR||HL","SYR","Syrian Arab Republic","","","a0h0q000004KjhUAAS","","","Halab","0050q0000036HRvAAM","","","","","","","","HL","","","",""
"","","FRA||HM","FRA","France","","","a0h0q000004KjhVAAS","","","Haute Marne","0050q0000036HRvAAM","","","","","","","","HM","","","",""
"","","NLD||HM","NLD","Netherlands","","","a0h0q000004KjhWAAS","","","Harlingen","0050q0000036HRvAAM","","","","","","","","HM","","","",""
"","","CHN||HN","CHN","China","","","a0h0q000004KjhXAAS","","","Henan","0050q0000036HRvAAM","","","","","","","","HN","","","",""
"","","FRA||HN","FRA","France","","","a0h0q000004KjhYAAS","","","Haute-Normandie","0050q0000036HRvAAM","","","","","","","","HN","","","",""
"","","NLD||HN","NLD","Netherlands","","","a0h0q000004KjhZAAS","","","Harmelen","0050q0000036HRvAAM","","","","","","","","HN","","","",""
"","","PRK||HN","PRK","Korea, Democratic People's Rep","","","a0h0q000004KjhaAAC","","","Hamgyong-namdo","0050q0000036HRvAAM","","","","","","","","HN","","","",""
"","","VNM||HN","VNM","Viet Nam","","","a0h0q000004KjhbAAC","","","Ha Noi (Province)","0050q0000036HRvAAM","","","","","","","","HN","","","",""
"","","DNK||HO","DNK","Denmark","","","a0h0q000004KjhcAAC","","","Hovedstaden","0050q0000036HRvAAM","","","","","","","","HO","","","",""
"","","FRA||HO","FRA","France","","","a0h0q000004KjhdAAC","","","Haute Savoie","0050q0000036HRvAAM","","","","","","","","HO","","","",""
"","","JPN||HO","JPN","Japan","","","a0h0q000004KjheAAC","","","Hokkaido","0050q0000036HRvAAM","","","","","","","","HO","","","",""
"","","NLD||HO","NLD","Netherlands","","","a0h0q000004KjhfAAC","","","Hasselt","0050q0000036HRvAAM","","","","","","","","HO","","","",""
"","","NOR||HO","NOR","Norway","","","a0h0q000004KjhgAAC","","","Hordaland","0050q0000036HRvAAM","","","","","","","","HO","","","",""
"","","FRA||HP","FRA","France","","","a0h0q000004KjhhAAC","","","Haute Pyrenees","0050q0000036HRvAAM","","","","","","","","HP","","","",""
"","","IND||HP","IND","India","","","a0h0q000004KjhiAAC","","","Himachal Pradesh","0050q0000036HRvAAM","","","","","","","","HP","","","",""
"","","NLD||HP","NLD","Netherlands","","","a0h0q000004KjhjAAC","","","Hattem","0050q0000036HRvAAM","","","","","","","","HP","","","",""
"","","VNM||HP","VNM","Viet Nam","","","a0h0q000004KjhkAAC","","","Hai Phong (Province)","0050q0000036HRvAAM","","","","","","","","HP","","","",""
"","","NLD||HQ","NLD","Netherlands","","","a0h0q000004KjhlAAC","","","Havelte","0050q0000036HRvAAM","","","","","","","","HQ","","","",""
"","","FRA||HR","FRA","France","","","a0h0q000004KjhmAAC","","","Herault","0050q0000036HRvAAM","","","","","","","","HR","","","",""
"","","IND||HR","IND","India","","","a0h0q000004KjhnAAC","","","Haryana","0050q0000036HRvAAM","","","","","","","","HR","","","",""
"","","NLD||HR","NLD","Netherlands","","","a0h0q000004KjhoAAC","","","Hedel","0050q0000036HRvAAM","","","","","","","","HR","","","",""
"","","ROU||HR","ROU","Romania","","","a0h0q000004KjhpAAC","","","Harghita","0050q0000036HRvAAM","","","","","","","","HR","","","",""
"","","FRA||HS","FRA","France","","","a0h0q000004KjhqAAC","","","Haute Saone","0050q0000036HRvAAM","","","","","","","","HS","","","",""
"","","NLD||HS","NLD","Netherlands","","","a0h0q000004KjhrAAC","","","Heel","0050q0000036HRvAAM","","","","","","","","HS","","","",""
"","","TWN||HS","TWN","Taiwan","","","a0h0q000004KjhsAAC","","","Hsin-chu","0050q0000036HRvAAM","","","","","","","","HS","","","",""
"","","FRA||HT","FRA","France","","","a0h0q000004KjhtAAC","","","Haute Garonne","0050q0000036HRvAAM","","","","","","","","HT","","","",""
"","","NLD||HT","NLD","Netherlands","","","a0h0q000004KjhuAAC","","","Heemskerk","0050q0000036HRvAAM","","","","","","","","HT","","","",""
"","","TUR||HT","TUR","Turkey","","","a0h0q000004KjhvAAC","","","Hatay","0050q0000036HRvAAM","","","","","","","","HT","","","",""
"","","VNM||HT","VNM","Viet Nam","","","a0h0q000004KjhwAAC","","","Ha Tay","0050q0000036HRvAAM","","","","","","","","HT","","","",""
"","","CHN||HU","CHN","China","","","a0h0q000004KjhxAAC","","","Hubei","0050q0000036HRvAAM","","","","","","","","HU","","","",""
"","","ESP||HU","ESP","Spain","","","a0h0q000004KjhyAAC","","","Huelva","0050q0000036HRvAAM","","","","","","","","HU","","","",""
"","","FRA||HU","FRA","France","","","a0h0q000004KjhzAAC","","","Haute Corse","0050q0000036HRvAAM","","","","","","","","HU","","","",""
"","","NLD||HU","NLD","Netherlands","","","a0h0q000004Kji0AAC","","","Heemstede","0050q0000036HRvAAM","","","","","","","","HU","","","",""
"","","PER||HU","PER","Peru","","","a0h0q000004Kji1AAC","","","Huancavelica","0050q0000036HRvAAM","","","","","","","","HU","","","",""
"","","TWN||HU","TWN","Taiwan","","","a0h0q000004Kji2AAC","","","Hua-lien","0050q0000036HRvAAM","","","","","","","","HU","","","",""
"","","BLR||HV","BLR","Belarus","","","a0h0q000004Kji3AAC","","","Homiel Voblast","0050q0000036HRvAAM","","","","","","","","HV","","","",""
"","","FRA||HV","FRA","France","","","a0h0q000004Kji4AAC","","","Haute Vienne","0050q0000036HRvAAM","","","","","","","","HV","","","",""
"","","NLD||HV","NLD","Netherlands","","","a0h0q000004Kji5AAC","","","Heerde","0050q0000036HRvAAM","","","","","","","","HV","","","",""
"","","NLD||HW","NLD","Netherlands","","","a0h0q000004Kji6AAC","","","Heerenveen","0050q0000036HRvAAM","","","","","","","","HW","","","",""
"","","NZL||HW","NZL","New Zealand","","","a0h0q000004Kji7AAC","","","Hawkes Bay","0050q0000036HRvAAM","","","","","","","","HW","","","",""
"","","PRK||HW","PRK","Korea, Democratic People's Rep","","","a0h0q000004Kji8AAC","","","Hwanghae-bukto","0050q0000036HRvAAM","","","","","","","","HW","","","",""
"","","NLD||HX","NLD","Netherlands","","","a0h0q000004Kji9AAC","","","Heerewaarden","0050q0000036HRvAAM","","","","","","","","HX","","","",""
"","","JPN||HY","JPN","Japan","","","a0h0q000004KjiAAAS","","","Hyogo-Ken","0050q0000036HRvAAM","","","","","","","","HY","","","",""
"","","NLD||HY","NLD","Netherlands","","","a0h0q000004KjiBAAS","","","Heerhugowaard","0050q0000036HRvAAM","","","","","","","","HY","","","",""
"","","NLD||HZ","NLD","Netherlands","","","a0h0q000004KjiCAAS","","","Heerjansdam","0050q0000036HRvAAM","","","","","","","","HZ","","","",""
"","","NLD||IA","NLD","Netherlands","","","a0h0q000004KjiDAAS","","","Ijsselham","0050q0000036HRvAAM","","","","","","","","IA","","","",""
"","","TUR||IA","TUR","Turkey","","","a0h0q000004KjiEAAS","","","Istanbul","0050q0000036HRvAAM","","","","","","","","IA","","","",""
"","","USA||IA","USA","United States","","","a0h0q000004KjiFAAS","","","Iowa","0050q0000036HRvAAM","","","","","","","","IA","","","",""
"","","JPN||IB","JPN","Japan","","","a0h0q000004KjiGAAS","","","Ibaraki-Ken","0050q0000036HRvAAM","","","","","","","","IB","","","",""
"","","NLD||IB","NLD","Netherlands","","","a0h0q000004KjiHAAS","","","Ijsselmuiden","0050q0000036HRvAAM","","","","","","","","IB","","","",""
"","","KOR||IC","KOR","Korea, Republic of","","","a0h0q000004KjiIAAS","","","Inchon","0050q0000036HRvAAM","","","","","","","","IC","","","",""
"","","NLD||IC","NLD","Netherlands","","","a0h0q000004KjiJAAS","","","Ijsselstein","0050q0000036HRvAAM","","","","","","","","IC","","","",""
"","","PER||IC","PER","Peru","","","a0h0q000004KjiKAAS","","","Ica","0050q0000036HRvAAM","","","","","","","","IC","","","",""
"","","PHL||IC","PHL","Philippines","","","a0h0q000004KjiLAAS","","","Ilocos Sur","0050q0000036HRvAAM","","","","","","","","IC","","","",""
"","","TUR||IC","TUR","Turkey","","","a0h0q000004KjiMAAS","","","IÃ§el","0050q0000036HRvAAM","","","","","","","","IC","","","",""
"","","NLD||ID","NLD","Netherlands","","","a0h0q000004KjiNAAS","","","Brummen","0050q0000036HRvAAM","","","","","","","","ID","","","",""
"","","TUR||ID","TUR","Turkey","","","a0h0q000004KjiOAAS","","","Igdir","0050q0000036HRvAAM","","","","","","","","ID","","","",""
"","","USA||ID","USA","United States","","","a0h0q000004KjiPAAS","","","Idaho","0050q0000036HRvAAM","","","","","","","","ID","","","",""
"","","FRA||IE","FRA","France","","","a0h0q000004KjiQAAS","","","Ille et Vilaine","0050q0000036HRvAAM","","","","","","","","IE","","","",""
"","","NLD||IE","NLD","Netherlands","","","a0h0q000004KjiRAAS","","","Brunssum","0050q0000036HRvAAM","","","","","","","","IE","","","",""
"","","NLD||IF","NLD","Netherlands","","","a0h0q000004KjiSAAS","","","Budel","0050q0000036HRvAAM","","","","","","","","IF","","","",""
"","","PHL||IF","PHL","Philippines","","","a0h0q000004KjiTAAS","","","Ifugao","0050q0000036HRvAAM","","","","","","","","IF","","","",""
"","","UKR||IF","UKR","Ukraine","","","a0h0q000004KjiUAAS","","","Ivano-Frankivska","0050q0000036HRvAAM","","","","","","","","IF","","","",""
"","","NLD||IG","NLD","Netherlands","","","a0h0q000004KjiVAAS","","","Bunnik","0050q0000036HRvAAM","","","","","","","","IG","","","",""
"","","NLD||IH","NLD","Netherlands","","","a0h0q000004KjiWAAS","","","Bunschoten","0050q0000036HRvAAM","","","","","","","","IH","","","",""
"","","GRC||II","GRC","Greece","","","a0h0q000004KjiXAAS","","","Ionian Islands","0050q0000036HRvAAM","","","","","","","","II","","","",""
"","","NLD||II","NLD","Netherlands","","","a0h0q000004KjiYAAS","","","Buren","0050q0000036HRvAAM","","","","","","","","II","","","",""
"","","PHL||II","PHL","Philippines","","","a0h0q000004KjiZAAS","","","Iloilo","0050q0000036HRvAAM","","","","","","","","II","","","",""
"","","IDN||IJ","IDN","Indonesia","","","a0h0q000004KjiaAAC","","","Irian Jaya","0050q0000036HRvAAM","","","","","","","","IJ","","","",""
"","","NLD||IJ","NLD","Netherlands","","","a0h0q000004KjibAAC","","","Bussum","0050q0000036HRvAAM","","","","","","","","IJ","","","",""
"","","NLD||IK","NLD","Netherlands","","","a0h0q000004KjicAAC","","","Doesburg","0050q0000036HRvAAM","","","","","","","","IK","","","",""
"","","FRA||IL","FRA","France","","","a0h0q000004KjidAAC","","","ÃŽle-de-France","0050q0000036HRvAAM","","","","","","","","IL","","","",""
"","","NLD||IL","NLD","Netherlands","","","a0h0q000004KjieAAC","","","Doetinchem","0050q0000036HRvAAM","","","","","","","","IL","","","",""
"","","PHL||IL","PHL","Philippines","","","a0h0q000004KjifAAC","","","Ilocos","0050q0000036HRvAAM","","","","","","","","IL","","","",""
"","","TWN||IL","TWN","Taiwan","","","a0h0q000004KjigAAC","","","I-lan","0050q0000036HRvAAM","","","","","","","","IL","","","",""
"","","USA||IL","USA","United States","","","a0h0q000004KjihAAC","","","Illinois","0050q0000036HRvAAM","","","","","","","","IL","","","",""
"","","ITA||IM","ITA","Italy","","","a0h0q000004KjiiAAC","","","Imperia","0050q0000036HRvAAM","","","","","","","","IM","","","",""
"","","NGA||IM","NGA","Nigeria","","","a0h0q000004KjijAAC","","","Imo","0050q0000036HRvAAM","","","","","","","","IM","","","",""
"","","NLD||IM","NLD","Netherlands","","","a0h0q000004KjikAAC","","","Domburg","0050q0000036HRvAAM","","","","","","","","IM","","","",""
"","","FRA||IN","FRA","France","","","a0h0q000004KjilAAC","","","Indre","0050q0000036HRvAAM","","","","","","","","IN","","","",""
"","","GBR||IN","GBR","United Kingdom","","","a0h0q000004KjimAAC","","","Inverclyde","0050q0000036HRvAAM","","","","","","","","IN","","","",""
"","","KOR||IN","KOR","Korea, Republic of","","","a0h0q000004KjinAAC","","","Incheon","0050q0000036HRvAAM","","","","","","","","IN","","","",""
"","","NLD||IN","NLD","Netherlands","","","a0h0q000004KjioAAC","","","Dongen","0050q0000036HRvAAM","","","","","","","","IN","","","",""
"","","USA||IN","USA","United States","","","a0h0q000004KjipAAC","","","Indiana","0050q0000036HRvAAM","","","","","","","","IN","","","",""
"","","FRA||IO","FRA","France","","","a0h0q000004KjiqAAC","","","Indre et Loire","0050q0000036HRvAAM","","","","","","","","IO","","","",""
"","","GBR||IO","GBR","United Kingdom","","","a0h0q000004KjirAAC","","","Isle of Man","0050q0000036HRvAAM","","","","","","","","IO","","","",""
"","","KOR||IO","KOR","Korea, Republic of","","","a0h0q000004KjisAAC","","","Inchon-jikhalsi (SpecialCity)","0050q0000036HRvAAM","","","","","","","","IO","","","",""
"","","NLD||IO","NLD","Netherlands","","","a0h0q000004KjitAAC","","","Dongeradeel","0050q0000036HRvAAM","","","","","","","","IO","","","",""
"","","PHL||IO","PHL","Philippines","","","a0h0q000004KjiuAAC","","","Ilocos Norte","0050q0000036HRvAAM","","","","","","","","IO","","","",""
"","","NLD||IP","NLD","Netherlands","","","a0h0q000004KjivAAC","","","Doorn","0050q0000036HRvAAM","","","","","","","","IP","","","",""
"","","TUR||IP","TUR","Turkey","","","a0h0q000004KjiwAAC","","","Isparta","0050q0000036HRvAAM","","","","","","","","IP","","","",""
"","","NLD||IQ","NLD","Netherlands","","","a0h0q000004KjixAAC","","","Dordrecht","0050q0000036HRvAAM","","","","","","","","IQ","","","",""
"","","IRQ||IR","IRQ","Iraq","","","a0h0q000004KjiyAAC","","","Iraq","0050q0000036HRvAAM","","","","","","","","IR","","","",""
"","","JOR||IR","JOR","Jordan","","","a0h0q000004KjizAAC","","","Irbid","0050q0000036HRvAAM","","","","","","","","IR","","","",""
"","","NLD||IR","NLD","Netherlands","","","a0h0q000004Kjj0AAC","","","Drechterland","0050q0000036HRvAAM","","","","","","","","IR","","","",""
"","","RUS||IR","RUS","Russian Federation","","","a0h0q000004Kjj1AAC","","","Irkutsk Region","0050q0000036HRvAAM","","","","","","","","IR","","","",""
"","","FIN||IS","FIN","Finland","","","a0h0q000004Kjj2AAC","","","Eastern Finland","0050q0000036HRvAAM","","","","","","","","IS","","","",""
"","","FRA||IS","FRA","France","","","a0h0q000004Kjj3AAC","","","Isere","0050q0000036HRvAAM","","","","","","","","IS","","","",""
"","","GBR||IS","GBR","United Kingdom","","","a0h0q000004Kjj4AAC","","","Isles of Scilly","0050q0000036HRvAAM","","","","","","","","IS","","","",""
"","","ITA||IS","ITA","Italy","","","a0h0q000004Kjj5AAC","","","Isernia","0050q0000036HRvAAM","","","","","","","","IS","","","",""
