BU_DESC__c,BU_ID__c,Code_Indexing__c,COUNTRY_ID__c,COUNTRY__c,GM_DESC__c,GM_ID__c,MARKET_DESC__c,MARKET_ID__c,Name,Product_Id__c,Product_Name__c,RHMS_Vertical_Id__c,SBU1_DESC__c,SBU1_ID__c,SBU2_DESC__c,SBU2_ID__c,STATE_ID__c,SUBVERTICAL_DESC__c,SUBVERTICAL_ID__c,VERTICAL_DESC__c,VERTICAL_ID__c
,,DEU||BR,DEU,Germany,,,,,Brandenburg,,,,,,,,BR,,,,
,,FRA||BR,FRA,France,,,,,Bretagne,,,,,,,,BR,,,,
,,GBR||BR,GBR,United Kingdom,,,,,Berkshire,,,,,,,,BR,,,,
,,IND||BR,IND,India,,,,,Bihar,,,,,,,,BR,,,,
,,ITA||BR,ITA,Italy,,,,,Brindisi,,,,,,,,BR,,,,
,,NLD||BR,NLD,Netherlands,,,,,North Brabant,,,,,,,,BR,,,,
,,PRT||BR,PRT,Portugal,,,,,Braga,,,,,,,,BR,,,,
,,RUS||BR,RUS,Russian Federation,,,,,Bryansk Region,,,,,,,,BR,,,,
,,SVK||BR,SVK,Slovakia,,,,,Bratislavsky kraj,,,,,,,,BR,,,,
,,THA||BR,THA,Thailand,,,,,Buri Ram,,,,,,,,BR,,,,
,,TUR||BR,TUR,Turkey,,,,,Bursa,,,,,,,,BR,,,,
,,VNM||BR,VNM,Viet Nam,,,,,Ba Ria-Vung Tau,,,,,,,,BR,,,,
,,CHE||BS,CHE,Switzerland,,,,,Basle-Town,,,,,,,,BS,,,,
,,FRA||BS,FRA,France,,,,,Basse-Normandie,,,,,,,,BS,,,,
,,ITA||BS,ITA,Italy,,,,,Brescia,,,,,,,,BS,,,,
,,MEX||BS,MEX,Mexico,,,,,Baja California Sur,,,,,,,,BS,,,,
,,NLD||BS,NLD,Netherlands,,,,,Bergen  Nh,,,,,,,,BS,,,,
,,TUR||BS,TUR,Turkey,,,,,Bitlis,,,,,,,,BS,,,,
,,NLD||BT,NLD,Netherlands,,,,,Bergen (L),,,,,,,,BT,,,,
,,PHL||BT,PHL,Philippines,,,,,Bataan,,,,,,,,BT,,,,
,,TUR||BT,TUR,Turkey,,,,,Batman,,,,,,,,BT,,,,
,,VNM||BT,VNM,Viet Nam,,,,,Bac Thai,,,,,,,,BT,,,,
,,AUT||BU,AUT,Austria,,,,,Burgenland,,,,,,,,BU,,,,
,,BGR||BU,BGR,Bulgaria,,,,,Burgas,,,,,,,,BU,,,,
,,ESP||BU,ESP,Spain,,,,,Burgos,,,,,,,,BU,,,,
,,FRA||BU,FRA,France,,,,,Bourgogne,,,,,,,,BU,,,,
,,GBR||BU,GBR,United Kingdom,,,,,Buckinghamshire,,,,,,,,BU,,,,
,,HUN||BU,HUN,Hungary,,,,,Budapest,,,,,,,,BU,,,,
,,KOR||BU,KOR,"Korea, Republic of",,,,,Busan,,,,,,,,BU,,,,
,,NLD||BU,NLD,Netherlands,,,,,Bergen Op Zoom,,,,,,,,BU,,,,
,,NOR||BU,NOR,Norway,,,,,Buskerud,,,,,,,,BU,,,,
,,PHL||BU,PHL,Philippines,,,,,Bukidnon,,,,,,,,BU,,,,
,,ROU||BU,ROU,Romania,,,,,Bucuresti,,,,,,,,BU,,,,
,,RUS||BU,RUS,Russian Federation,,,,,Republic of Buryatia,,,,,,,,BU,,,,
,,TUR||BU,TUR,Turkey,,,,,Burdur,,,,,,,,BU,,,,
,,UZB||BU,UZB,Uzbekistan,,,,,Bukhara,,,,,,,,BU,,,,
,,DEU||BV,DEU,Germany,,,,,Bavaria,,,,,,,,BV,,,,
,,NLD||BV,NLD,Netherlands,,,,,Bergeyk,,,,,,,,BV,,,,
,,ROU||BV,ROU,Romania,,,,,Brasov,,,,,,,,BV,,,,
,,DEU||BW,DEU,Germany,,,,,Baden Wurttemberg,,,,,,,,BW,,,,
,,NLD||BW,NLD,Netherlands,,,,,Bergh,,,,,,,,BW,,,,
,,NLD||BX,NLD,Netherlands,,,,,Bergschenhoek,,,,,,,,BX,,,,
,,DEU||BY,DEU,Germany,,,,,Bayern,,,,,,,,BY,,,,
,,GBR||BY,GBR,United Kingdom,,,,,Ballymoney,,,,,,,,BY,,,,
,,NGA||BY,NGA,Nigeria,,,,,Bayelsa,,,,,,,,BY,,,,
,,NLD||BY,NLD,Netherlands,,,,,Berkel En Rodenrijs,,,,,,,,BY,,,,
,,TUR||BY,TUR,Turkey,,,,,Bayburt,,,,,,,,BY,,,,
,,BLZ||BZ,BLZ,Belize,,,,,Belize,,,,,,,,BZ,,,,
,,HUN||BZ,HUN,Hungary,,,,,Borsod-AbaÃºj-ZemblÃ©n,,,,,,,,BZ,,,,
,,ITA||BZ,ITA,Italy,,,,,Bolzano,,,,,,,,BZ,,,,
,,NLD||BZ,NLD,Netherlands,,,,,Berkel-Enschot,,,,,,,,BZ,,,,
,,AUT||CA,AUT,Austria,,,,,Carinthia,,,,,,,,CA,,,,
,,CMR||CA,CMR,Cameroon,,,,,Cameroon,,,,,,,,CA,,,,
,,COL||CA,COL,Colombia,,,,,Caldas,,,,,,,,CA,,,,
,,CRI||CA,CRI,Costa Rica,,,,,Cartago,,,,,,,,CA,,,,
,,CYM||CA,CYM,Cayman Islands,,,,,Cayman,,,,,,,,CA,,,,
,,EGY||CA,EGY,Egypt,,,,,Cairo,,,,,,,,CA,,,,
,,ESP||CA,ESP,Spain,,,,,Caceres,,,,,,,,CA,,,,
,,FRA||CA,FRA,France,,,,,Calvados,,,,,,,,CA,,,,
,,GBR||CA,GBR,United Kingdom,,,,,Cambridgeshire,,,,,,,,CA,,,,
,,IRL||CA,IRL,Ireland,,,,,Carlow,,,,,,,,CA,,,,
,,ITA||CA,ITA,Italy,,,,,Cagliari,,,,,,,,CA,,,,
,,MEX||CA,MEX,Mexico,,,,,Campeche,,,,,,,,CA,,,,
,,NIC||CA,NIC,Nicaragua,,,,,Carazo,,,,,,,,CA,,,,
,,NLD||CA,NLD,Netherlands,,,,,Capelle Aan Den Ijssel,,,,,,,,CA,,,,
,,NZL||CA,NZL,New Zealand,,,,,Canterbury,,,,,,,,CA,,,,
,,PER||CA,PER,Peru,,,,,Cajamarca,,,,,,,,CA,,,,
,,PHL||CA,PHL,Philippines,,,,,Cagayan Valley,,,,,,,,CA,,,,
,,PRT||CA,PRT,Portugal,,,,,Castelo Branco,,,,,,,,CA,,,,
,,THA||CA,THA,Thailand,,,,,Chai Nat,,,,,,,,CA,,,,
,,TUR||CA,TUR,Turkey,,,,,Ã‡anakkale,,,,,,,,CA,,,,
,,USA||CA,USA,United States,,,,,California,,,,,,,,CA,,,,
,,VEN||CA,VEN,Venezuela,,,,,Carabobo,,,,,,,,CA,,,,
,,ARG||CB,ARG,Argentina,,,,,Chubut,,,,,,,,CB,,,,
,,ESP||CB,ESP,Spain,,,,,Cantabria,,,,,,,,CB,,,,
,,FRA||CB,FRA,France,,,,,Cotes dArmor,,,,,,,,CB,,,,
,,GBR||CB,GBR,United Kingdom,,,,,City of Edinburgh,,,,,,,,CB,,,,
,,ITA||CB,ITA,Italy,,,,,Campobasso,,,,,,,,CB,,,,
,,KOR||CB,KOR,"Korea, Republic of",,,,,Cholla-bukto,,,,,,,,CB,,,,
,,MAR||CB,MAR,Morocco,,,,,Casablanca,,,,,,,,CB,,,,
,,NLD||CB,NLD,Netherlands,,,,,Castricum,,,,,,,,CB,,,,
,,PHL||CB,PHL,Philippines,,,,,Cebu,,,,,,,,CB,,,,
,,THA||CB,THA,Thailand,,,,,Chon Buri,,,,,,,,CB,,,,
,,VNM||CB,VNM,Viet Nam,,,,,Cao Bang,,,,,,,,CB,,,,
,,ESP||CC,ESP,Spain,,,,,Cuenca,,,,,,,,CC,,,,
,,FRA||CC,FRA,France,,,,,Cher,,,,,,,,CC,,,,
,,GBR||CC,GBR,United Kingdom,,,,,Cheshire,,,,,,,,CC,,,,
,,NLD||CC,NLD,Netherlands,,,,,Chaam,,,,,,,,CC,,,,
,,PHL||CC,PHL,Philippines,,,,,Cavite,,,,,,,,CC,,,,
,,ESP||CD,ESP,Spain,,,,,Cadiz,,,,,,,,CD,,,,
,,FRA||CD,FRA,France,,,,,Corse du Sud,,,,,,,,CD,,,,
,,KOR||CD,KOR,"Korea, Republic of",,,,,Cheju-do,,,,,,,,CD,,,,
,,MEX||CD,MEX,Mexico,,,,,CDMX,,,,,,,,CD,,,,
,,NLD||CD,NLD,Netherlands,,,,,Coevorden,,,,,,,,CD,,,,
,,PRK||CD,PRK,"Korea, Democratic People's Rep",,,,,Chagang-do,,,,,,,,CD,,,,
,,RUS||CD,RUS,Russian Federation,,,,,Chelyabinsk Region,,,,,,,,CD,,,,
,,VEN||CD,VEN,Venezuela,,,,,Caracas Distrito Capital,,,,,,,,CD,,,,
,,BRA||CE,BRA,Brazil,,,,,Ceara,,,,,,,,CE,,,,
,,CZE||CE,CZE,Czech Republic,,,,,Central Bohemia,,,,,,,,CE,,,,
,,ESP||CE,ESP,Spain,,,,,Comunidad de Madrid,,,,,,,,CE,,,,
,,FRA||CE,FRA,France,,,,,Centre,,,,,,,,CE,,,,
,,GBR||CE,GBR,United Kingdom,,,,,Central Region,,,,,,,,CE,,,,
,,ISR||CE,ISR,Israel,,,,,Central,,,,,,,,CE,,,,
,,ITA||CE,ITA,Italy,,,,,Caserta,,,,,,,,CE,,,,
,,MAR||CE,MAR,Morocco,,,,,Center,,,,,,,,CE,,,,
,,NLD||CE,NLD,Netherlands,,,,,Cothen,,,,,,,,CE,,,,
,,PHL||CE,PHL,Philippines,,,,,Central Luzon,,,,,,,,CE,,,,
,,PRY||CE,PRY,Paraguay,,,,,Central,,,,,,,,CE,,,,
,,RUS||CE,RUS,Russian Federation,,,,,Chechen Republic,,,,,,,,CE,,,,
,,UKR||CE,UKR,Ukraine,,,,,Chernivhivska,,,,,,,,CE,,,,
,,ARG||CF,ARG,Argentina,,,,,Capital Federal,,,,,,,,CF,,,,
,,GBR||CF,GBR,United Kingdom,,,,,Carrickfergus,,,,,,,,CF,,,,
,,NLD||CF,NLD,Netherlands,,,,,Cromstrijen,,,,,,,,CF,,,,
,,GBR||CG,GBR,United Kingdom,,,,,Craigavon,,,,,,,,CG,,,,
,,GRC||CG,GRC,Greece,,,,,Central Greece,,,,,,,,CG,,,,
,,KOR||CG,KOR,"Korea, Republic of",,,,,Chungchong-namdo,,,,,,,,CG,,,,
,,NLD||CG,NLD,Netherlands,,,,,Cuijk,,,,,,,,CG,,,,
,,PHL||CG,PHL,Philippines,,,,,Cagayan,,,,,,,,CG,,,,
,,ARG||CH,ARG,Argentina,,,,,Chaco,,,,,,,,CH,,,,
,,BGD||CH,BGD,Bangladesh,,,,,Chittagong,,,,,,,,CH,,,,
,,BOL||CH,BOL,Bolivia,,,,,Chuquisaca,,,,,,,,CH,,,,
,,CHN||CH,CHN,China,,,,,Chongqing,,,,,,,,CH,,,,
,,ECU||CH,ECU,Ecuador,,,,,Chimborazo,,,,,,,,CH,,,,
,,FRA||CH,FRA,France,,,,,Champagne-Ardenne,,,,,,,,CH,,,,
,,GBR||CH,GBR,United Kingdom,,,,,Channel Is,,,,,,,,CH,,,,
,,IND||CH,IND,India,,,,,Chandigarh (UT),,,,,,,,CH,,,,
,,ITA||CH,ITA,Italy,,,,,Chieti,,,,,,,,CH,,,,
,,JPN||CH,JPN,Japan,,,,,Chiba-Ken,,,,,,,,CH,,,,
,,KOR||CH,KOR,"Korea, Republic of",,,,,Cheju Island,,,,,,,,CH,,,,
,,MEX||CH,MEX,Mexico,,,,,Chiapas,,,,,,,,CH,,,,
,,NLD||CH,NLD,Netherlands,,,,,Culemborg,,,,,,,,CH,,,,
,,PAN||CH,PAN,Panama,,,,,ChiriquÃ­,,,,,,,,CH,,,,
,,THA||CH,THA,Thailand,,,,,Chachoengsao,,,,,,,,CH,,,,
,,TWN||CH,TWN,Taiwan,,,,,Chang-hua,,,,,,,,CH,,,,
,,UKR||CH,UKR,Ukraine,,,,,Cherkaska,,,,,,,,CH,,,,
,,FRA||CI,FRA,France,,,,,Corsica,,,,,,,,CI,,,,
,,ITA||CI,ITA,Italy,,,,,Calabria,,,,,,,,CI,,,,
,,MEX||CI,MEX,Mexico,,,,,Chihuahua,,,,,,,,CI,,,,
,,NLD||CI,NLD,Netherlands,,,,,Ameland,,,,,,,,CI,,,,
,,PHL||CI,PHL,Philippines,,,,,Camiguin,,,,,,,,CI,,,,
,,RUS||CI,RUS,Russian Federation,,,,,Chita Region,,,,,,,,CI,,,,
,,THA||CI,THA,Thailand,,,,,Chaiyaphum,,,,,,,,CI,,,,
,,NLD||CJ,NLD,Netherlands,,,,,Anloo,,,,,,,,CJ,,,,
,,ROU||CJ,ROU,Romania,,,,,Cluj,,,,,,,,CJ,,,,
,,GBR||CK,GBR,United Kingdom,,,,,Cookstown,,,,,,,,CK,,,,
,,NLD||CK,NLD,Netherlands,,,,,Akersloot,,,,,,,,CK,,,,
,,ESP||CL,ESP,Spain,,,,,Castille and LeÃ³n,,,,,,,,CL,,,,
,,GBR||CL,GBR,United Kingdom,,,,,Clwyd,,,,,,,,CL,,,,
,,IRL||CL,IRL,Ireland,,,,,Clare,,,,,,,,CL,,,,
,,ITA||CL,ITA,Italy,,,,,Caltanissetta,,,,,,,,CL,,,,
,,MEX||CL,MEX,Mexico,,,,,Colima,,,,,,,,CL,,,,
,,NLD||CL,NLD,Netherlands,,,,,Almere,,,,,,,,CL,,,,
,,PER||CL,PER,Peru,,,,,El Callao,,,,,,,,CL,,,,
,,ESP||CM,ESP,Spain,,,,,Castille-La Mancha,,,,,,,,CM,,,,
,,FRA||CM,FRA,France,,,,,Charente Maritime,,,,,,,,CM,,,,
,,GBR||CM,GBR,United Kingdom,,,,,Clackmannanshire,,,,,,,,CM,,,,
,,GRC||CM,GRC,Greece,,,,,Central Macedonia,,,,,,,,CM,,,,
,,NLD||CM,NLD,Netherlands,,,,,Aardenburg,,,,,,,,CM,,,,
,,PHL||CM,PHL,Philippines,,,,,Camarines Norte,,,,,,,,CM,,,,
,,THA||CM,THA,Thailand,,,,,Chiang Mai,,,,,,,,CM,,,,
,,UKR||CM,UKR,Ukraine,,,,,Crimean autonomous republic,,,,,,,,CM,,,,
,,COD||CN,COD,"Congo, The Democratic Republic",,,,,Congo,,,,,,,,CN,,,,
,,ESP||CN,ESP,Spain,,,,,Canarias,,,,,,,,CN,,,,
,,FRA||CN,FRA,France,,,,,Cantal,,,,,,,,CN,,,,
,,GBR||CN,GBR,United Kingdom,,,,,Cornwall,,,,,,,,CN,,,,
,,ITA||CN,ITA,Italy,,,,,Cuneo,,,,,,,,CN,,,,
,,KOR||CN,KOR,"Korea, Republic of",,,,,Cholla-namdo,,,,,,,,CN,,,,
,,MAR||CN,MAR,Morocco,,,,,Center-North,,,,,,,,CN,,,,
,,NLD||CN,NLD,Netherlands,,,,,Alphen En Riel,,,,,,,,CN,,,,
,,THA||CN,THA,Thailand,,,,,Chanthaburi,,,,,,,,CN,,,,
,,ARG||CO,ARG,Argentina,,,,,Cordoba,,,,,,,,CO,,,,
,,BOL||CO,BOL,Bolivia,,,,,Cochabamba,,,,,,,,CO,,,,
,,CHL||CO,CHL,Chile,,,,,Coquimbo,,,,,,,,CO,,,,
,,COL||CO,COL,Colombia,,,,,Colombia,,,,,,,,CO,,,,
,,DZA||CO,DZA,Algeria,,,,,Constantine,,,,,,,,CO,,,,
,,ESP||CO,ESP,Spain,,,,,Cordoba,,,,,,,,CO,,,,
,,FRA||CO,FRA,France,,,,,Correze,,,,,,,,CO,,,,
,,IRL||CO,IRL,Ireland,,,,,Connaught,,,,,,,,CO,,,,
,,ITA||CO,ITA,Italy,,,,,Como,,,,,,,,CO,,,,
,,KEN||CO,KEN,Kenya,,,,,Coast,,,,,,,,CO,,,,
,,KOR||CO,KOR,"Korea, Republic of",,,,,Chungchong-bukto,,,,,,,,CO,,,,
,,MEX||CO,MEX,Mexico,,,,,Coahuila,,,,,,,,CO,,,,
,,NLD||CO,NLD,Netherlands,,,,,Alblasserdam,,,,,,,,CO,,,,
,,PHL||CO,PHL,Philippines,,,,,Cordillera,,,,,,,,CO,,,,
,,PRT||CO,PRT,Portugal,,,,,Coimbra,,,,,,,,CO,,,,
,,TUR||CO,TUR,Turkey,,,,,Ã‡orum,,,,,,,,CO,,,,
,,USA||CO,USA,United States,,,,,Colorado,,,,,,,,CO,,,,
,,VEN||CO,VEN,Venezuela,,,,,Cojedes,,,,,,,,CO,,,,
,,ITA||CP,ITA,Italy,,,,,Campania,,,,,,,,CP,,,,
,,LKA||CP,LKA,Sri Lanka,,,,,Central Province,,,,,,,,CP,,,,
,,NLD||CP,NLD,Netherlands,,,,,Amstelveen,,,,,,,,CP,,,,
,,PHL||CP,PHL,Philippines,,,,,Capiz,,,,,,,,CP,,,,
,,THA||CP,THA,Thailand,,,,,Chumpon,,,,,,,,CP,,,,
,,NLD||CQ,NLD,Netherlands,,,,,Arnemuiden,,,,,,,,CQ,,,,
,,ARG||CR,ARG,Argentina,,,,,Corrientes,,,,,,,,CR,,,,
,,COL||CR,COL,Colombia,,,,,CÃ³rdoba,,,,,,,,CR,,,,
,,DOM||CR,DOM,Dominican Republic,,,,,San CristÃ³bal,,,,,,,,CR,,,,
,,ESP||CR,ESP,Spain,,,,,Ciudad Real,,,,,,,,CR,,,,
,,FRA||CR,FRA,France,,,,,Charente,,,,,,,,CR,,,,
,,GBR||CR,GBR,United Kingdom,,,,,Coleraine,,,,,,,,CR,,,,
,,GRC||CR,GRC,Greece,,,,,Crete,,,,,,,,CR,,,,
,,HND||CR,HND,Honduras,,,,,CortÃ©s,,,,,,,,CR,,,,
,,IRL||CR,IRL,Ireland,,,,,Cork,,,,,,,,CR,,,,
,,ITA||CR,ITA,Italy,,,,,Cremona,,,,,,,,CR,,,,
,,NGA||CR,NGA,Nigeria,,,,,Cross River,,,,,,,,CR,,,,
,,NLD||CR,NLD,Netherlands,,,,,Asten,,,,,,,,CR,,,,
,,PHL||CR,PHL,Philippines,,,,,Camarines Sur,,,,,,,,CR,,,,
,,THA||CR,THA,Thailand,,,,,Chiang Rai,,,,,,,,CR,,,,
,,UKR||CR,UKR,Ukraine,,,,,Chernivetska,,,,,,,,CR,,,,
,,ESP||CS,ESP,Spain,,,,,Castellon,,,,,,,,CS,,,,
,,FRA||CS,FRA,France,,,,,Corse,,,,,,,,CS,,,,
,,GBR||CS,GBR,United Kingdom,,,,,Castlereagh,,,,,,,,CS,,,,
,,HUN||CS,HUN,Hungary,,,,,CsongrÃ¡d,,,,,,,,CS,,,,
,,ITA||CS,ITA,Italy,,,,,Cosenza,,,,,,,,CS,,,,
,,MAR||CS,MAR,Morocco,,,,,Center-South,,,,,,,,CS,,,,
,,NLD||CS,NLD,Netherlands,,,,,Avereest,,,,,,,,CS,,,,
,,ROU||CS,ROU,Romania,,,,,Caras-Severin,,,,,,,,CS,,,,
,,SRB||CENTSR,SRB,Republic of Serbia,,,,,Central Serbia,,,,,,,,CENTSR,,,,
,,ARG||CT,ARG,Argentina,,,,,Catamarca,,,,,,,,CT,,,,
,,ESP||CT,ESP,Spain,,,,,Catalonia,,,,,,,,CT,,,,
,,FRA||CT,FRA,France,,,,,Cote dOr,,,,,,,,CT,,,,
,,IND||CT,IND,India,,,,,Chhattisgarh,,,,,,,,CT,,,,
,,ITA||CT,ITA,Italy,,,,,Catania,,,,,,,,CT,,,,
,,NLD||CT,NLD,Netherlands,,,,,Apeldoorn,,,,,,,,CT,,,,
,,PHL||CT,PHL,Philippines,,,,,Catanduanes,,,,,,,,CT,,,,
,,ROU||CT,ROU,Romania,,,,,Constanta,,,,,,,,CT,,,,
,,USA||CT,USA,United States,,,,,Connecticut,,,,,,,,CT,,,,
,,VNM||CT,VNM,Viet Nam,,,,,Can Tho,,,,,,,,CT,,,,
,,ANT||CU,ANT,Netherlands Antilles,,,,,CuraÃ§ao,,,,,,,,CU,,,,
,,COL||CU,COL,Colombia,,,,,Cauca,,,,,,,,CU,,,,
,,ESP||CU,ESP,Spain,,,,,Ceuta,,,,,,,,CU,,,,
,,FRA||CU,FRA,France,,,,,Creuse,,,,,,,,CU,,,,
,,GBR||CU,GBR,United Kingdom,,,,,Cumbria,,,,,,,,CU,,,,
,,KOR||CU,KOR,"Korea, Republic of",,,,,Chungcheongnam-do,,,,,,,,CU,,,,
,,NLD||CU,NLD,Netherlands,,,,,Zeist,,,,,,,,CU,,,,
,,PER||CU,PER,Peru,,,,,Cuzco,,,,,,,,CU,,,,
,,RUS||CU,RUS,Russian Federation,,,,,Republic of Chuvash,,,,,,,,CU,,,,
,,IRL||CV,IRL,Ireland,,,,,Cavan,,,,,,,,CV,,,,
,,NLD||CV,NLD,Netherlands,,,,,Berlicum,,,,,,,,CV,,,,
,,PHL||CV,PHL,Philippines,,,,,Central Visayas,,,,,,,,CV,,,,
,,NLD||CW,NLD,Netherlands,,,,,Bernisse,,,,,,,,CW,,,,
,,NLD||CX,NLD,Netherlands,,,,,Best,,,,,,,,CX,,,,
,,NLD||CY,NLD,Netherlands,,,,,Beuningen,,,,,,,,CY,,,,
,,TWN||CY,TWN,Taiwan,,,,,Chiayi,,,,,,,,CY,,,,
,,BLZ||CZ,BLZ,Belize,,,,,Corozal,,,,,,,,CZ,,,,
,,ITA||CZ,ITA,Italy,,,,,Catanzaro,,,,,,,,CZ,,,,
,,NLD||CZ,NLD,Netherlands,,,,,Beverwijk,,,,,,,,CZ,,,,
,,KOR||DA,KOR,"Korea, Republic of",,,,,Daegu,,,,,,,,DA,,,,
,,LVA||DA,LVA,Latvia,,,,,Daugavpils,,,,,,,,DA,,,,
,,NLD||DA,NLD,Netherlands,,,,,Dalen,,,,,,,,DA,,,,
,,PHL||DA,PHL,Philippines,,,,,Davao del Norte,,,,,,,,DA,,,,
,,RUS||DA,RUS,Russian Federation,,,,,Republic of Dagestan,,,,,,,,DA,,,,
,,SWE||DA,SWE,Sweden,,,,,Dalarna,,,,,,,,DA,,,,
,,VEN||DA,VEN,Venezuela,,,,,Delta Amacuro,,,,,,,,DA,,,,
,,NLD||DB,NLD,Netherlands,,,,,Dalfsen,,,,,,,,DB,,,,
,,ROU||DB,ROU,Romania,,,,,DÃ¢mbovita,,,,,,,,DB,,,,
,,COL||DC,COL,Colombia,,,,,Distrito Capital de BogotÃ¡,,,,,,,,DC,,,,
,,NLD||DC,NLD,Netherlands,,,,,Dantumadeel,,,,,,,,DC,,,,
,,USA||DC,USA,United States,,,,,District of Columbia,,,,,,,,DC,,,,
,,VNM||DC,VNM,Viet Nam,,,,,Da Nang City,,,,,,,,DC,,,,
,,GBR||DD,GBR,United Kingdom,,,,,Dundee City,,,,,,,,DD,,,,
,,IND||DD,IND,India,,,,,Daman and Diu (UT),,,,,,,,DD,,,,
,,NLD||DD,NLD,Netherlands,,,,,De Bilt,,,,,,,,DD,,,,
,,FRA||DE,FRA,France,,,,,Deux Serves,,,,,,,,DE,,,,
,,GBR||DE,GBR,United Kingdom,,,,,Derbyshire,,,,,,,,DE,,,,
,,GUY||DE,GUY,Guyana,,,,,Demerara-Mahaica,,,,,,,,DE,,,,
,,IRL||DE,IRL,Ireland,,,,,Derry,,,,,,,,DE,,,,
,,KOR||DE,KOR,"Korea, Republic of",,,,,Daejeon,,,,,,,,DE,,,,
,,NGA||DE,NGA,Nigeria,,,,,Delta,,,,,,,,DE,,,,
,,NLD||DE,NLD,Netherlands,,,,,De Lier,,,,,,,,DE,,,,
,,TUR||DE,TUR,Turkey,,,,,Denizli,,,,,,,,DE,,,,
,,USA||DE,USA,United States,,,,,Delaware,,,,,,,,DE,,,,
,,BRA||DF,BRA,Brazil,,,,,Distrito Federal,,,,,,,,DF,,,,
,,MEX||DF,MEX,Mexico,,,,,Distrito Federal,,,,,,,,DF,,,,
,,NLD||DF,NLD,Netherlands,,,,,De Marne,,,,,,,,DF,,,,
,,DEU||DG,DEU,Germany,,,,,Duisburg,,,,,,,,DG,,,,
,,GBR||DG,GBR,United Kingdom,,,,,Dumfries & Galloway Region,,,,,,,,DG,,,,
,,MEX||DG,MEX,Mexico,,,,,Durango,,,,,,,,DG,,,,
,,NLD||DG,NLD,Netherlands,,,,,De Ronde Venen,,,,,,,,DG,,,,
,,BGD||DH,BGD,Bangladesh,,,,,Dhaka,,,,,,,,DH,,,,
,,NLD||DH,NLD,Netherlands,,,,,De Wijk,,,,,,,,DH,,,,
,,COL||DI,COL,Colombia,,,,,Distrito Capital,,,,,,,,DI,,,,
,,NLD||DI,NLD,Netherlands,,,,,Delft,,,,,,,,DI,,,,
,,SYR||DI,SYR,Syrian Arab Republic,,,,,Dimashq,,,,,,,,DI,,,,
,,TUR||DI,TUR,Turkey,,,,,Diyarbakir,,,,,,,,DI,,,,
,,NLD||DJ,NLD,Netherlands,,,,,Delfzijl,,,,,,,,DJ,,,,
,,ROU||DJ,ROU,Romania,,,,,Dolj,,,,,,,,DJ,,,,
,,EGY||DK,EGY,Egypt,,,,,Ad Daqahliyah,,,,,,,,DK,,,,
,,NLD||DK,NLD,Netherlands,,,,,Den Dungen,,,,,,,,DK,,,,
,,IND||DL,IND,India,,,,,Delhi (UT),,,,,,,,DL,,,,
,,NLD||DL,NLD,Netherlands,,,,,Den Ham,,,,,,,,DL,,,,
,,VNM||DL,VNM,Viet Nam,,,,,Dac Lac,,,,,,,,DL,,,,
,,FRA||DM,FRA,France,,,,,Drome,,,,,,,,DM,,,,
,,NLD||DM,NLD,Netherlands,,,,,Den Helder,,,,,,,,DM,,,,
,,DOM||DN,DOM,Dominican Republic,,,,,Santo Domingo,,,,,,,,DN,,,,
,,GBR||DN,GBR,United Kingdom,,,,,Dungannon,,,,,,,,DN,,,,
,,HRV||DN,HRV,Croatia,,,,,Dubrovacko-neretvanska,,,,,,,,DN,,,,
,,IND||DN,IND,India,,,,,Dadra and Nagar Haveli (UT),,,,,,,,DN,,,,
,,IRL||DN,IRL,Ireland,,,,,Donegal,,,,,,,,DN,,,,
,,NLD||DN,NLD,Netherlands,,,,,Denekamp,,,,,,,,DN,,,,
,,UKR||DN,UKR,Ukraine,,,,,Dnipropetrovska,,,,,,,,DN,,,,
,,VNM||DN,VNM,Viet Nam,,,,,Dong Nai,,,,,,,,DN,,,,
,,BGR||DO,BGR,Bulgaria,,,,,Dobrich,,,,,,,,DO,,,,
,,FRA||DO,FRA,France,,,,,DOM (French Overseas Dept),,,,,,,,DO,,,,
,,GBR||DO,GBR,United Kingdom,,,,,Dorset,,,,,,,,DO,,,,
,,IRL||DO,IRL,Ireland,,,,,Down,,,,,,,,DO,,,,
,,NLD||DO,NLD,Netherlands,,,,,Deurne,,,,,,,,DO,,,,
,,PHL||DO,PHL,Philippines,,,,,Davao Oriental,,,,,,,,DO,,,,
,,UKR||DO,UKR,Ukraine,,,,,Donetska,,,,,,,,DO,,,,
,,NLD||DP,NLD,Netherlands,,,,,Deventer,,,,,,,,DP,,,,
,,NLD||DQ,NLD,Netherlands,,,,,Didam,,,,,,,,DQ,,,,
,,FRA||DR,FRA,France,,,,,Dordogne,,,,,,,,DR,,,,
,,GBR||DR,GBR,United Kingdom,,,,,Derry,,,,,,,,DR,,,,
,,NLD||DR,NLD,Netherlands,,,,,Drenthe,,,,,,,,DR,,,,
,,NLD||DS,NLD,Netherlands,,,,,Diepenheim,,,,,,,,DS,,,,
,,NLD||DT,NLD,Netherlands,,,,,Diepenveen,,,,,,,,DT,,,,
,,VNM||DT,VNM,Viet Nam,,,,,Dong Thap,,,,,,,,DT,,,,
,,ALB||DU,ALB,Albania,,,,,DurrÃ«s,,,,,,,,DU,,,,
,,ARE||DU,ARE,United Arab Emirates,,,,,Dubai,,,,,,,,DU,,,,
